"District","Division","Area","Club","Club Name","October Renewals","April Renewals","Nov Visit award","May Visit award","Membership to date","Club Goals Met","Distinguished Club","Area Club Base","Area Paid Club Goal for Dist.","Area Paid Club Goal for Select Dist.","Area Paid Club Goal for Pres. Dist.","Total Paid Area Clubs","Area Dist. Club Goal for Dist.","Area Dist. Club Goal for Select Dist.","Area Dist. Club Goal for Pres. Dist.","Total Dist. Area Clubs","Distinguished Area","Division Club Base","Division Paid Club Goal for Dist.","Division Paid Club Goal for Select Dist.","Division Paid Club Goal for Pres. Dist.","Total Paid Division Clubs","Division Dist. Club Goal for Dist.","Division Dist. Club Goal for Select Dist.","Division Dist. Club Goal for Pres. Dist.","Total Dist. Division Clubs","Distinguished Division","Charter Date/Suspend Date"
"40","A","01","00000405","Dayton Toastmasters Club","1","1","1","1","11","6","","4","4","4","5","4","2","3","3","0","","30","30","30","31","29","12","14","15","3","",""
"40","A","01","00001108","Kittyhawk Club","1","1","1","0","8","4","","4","4","4","5","4","2","3","3","0","","30","30","30","31","29","12","14","15","3","",""
"40","A","01","01331177","Downtown Morning Toasters","1","1","1","0","21","4","","4","4","4","5","4","2","3","3","0","","30","30","30","31","29","12","14","15","3","",""
"40","A","01","02158270","Heartbeat Toastmasters","1","1","1","0","10","6","","4","4","4","5","4","2","3","3","0","","30","30","30","31","29","12","14","15","3","",""
"40","A","02","00001242","Huffman Prairie Toastmasters Club","1","1","1","0","13","5","","6","6","6","7","6","3","4","4","0","","30","30","30","31","29","12","14","15","3","",""
"40","A","02","00002421","Beacon Toastmasters Club","1","1","1","0","11","3","","6","6","6","7","6","3","4","4","0","","30","30","30","31","29","12","14","15","3","",""
"40","A","02","00004532","Wright-Flyers ","1","1","0","1","8","9","","6","6","6","7","6","3","4","4","0","","30","30","30","31","29","12","14","15","3","",""
"40","A","02","00008187","Tarmac Toastmasters Club","1","1","0","0","10","3","","6","6","6","7","6","3","4","4","0","","30","30","30","31","29","12","14","15","3","",""
"40","A","02","07017426","Leaders on the Rise","1","1","1","0","8","4","","6","6","6","7","6","3","4","4","0","","30","30","30","31","29","12","14","15","3","",""
"40","A","02","07273470","Wright Way Toastmasters","1","1","1","0","8","3","","6","6","6","7","6","3","4","4","0","","30","30","30","31","29","12","14","15","3","",""
"40","A","03","00000553","Megacity Toastmasters Club","1","1","1","1","8","5","","5","5","5","6","5","3","4","4","1","","30","30","30","31","29","12","14","15","3","",""
"40","A","03","00001740","Miami Valley Toastmasters","1","1","1","1","11","4","","5","5","5","6","5","3","4","4","1","","30","30","30","31","29","12","14","15","3","",""
"40","A","03","00002120","Kettering Toastmasters Club","1","1","1","1","13","5","","5","5","5","6","5","3","4","4","1","","30","30","30","31","29","12","14","15","3","",""
"40","A","03","00631540","Springboro Toastmasters","1","1","1","0","14","9","","5","5","5","6","5","3","4","4","1","","30","30","30","31","29","12","14","15","3","",""
"40","A","03","07264780","Synchrony - Kettering","1","1","1","1","22","10","P","5","5","5","6","5","3","4","4","1","","30","30","30","31","29","12","14","15","3","",""
"40","A","04","00001238","Greenville Club","1","1","1","1","10","5","","6","6","6","7","5","3","4","4","1","","30","30","30","31","29","12","14","15","3","",""
"40","A","04","00004341","Lima Eye Openers Club","1","0","1","1","2","1","","6","6","6","7","5","3","4","4","1","","30","30","30","31","29","12","14","15","3","",""
"40","A","04","00005136","Grand Lake Toastmasters Club","1","1","1","0","8","4","","6","6","6","7","5","3","4","4","1","","30","30","30","31","29","12","14","15","3","",""
"40","A","04","00007241","Hi-Point Club","1","1","1","1","10","2","","6","6","6","7","5","3","4","4","1","","30","30","30","31","29","12","14","15","3","",""
"40","A","04","01739738","Emerson Toastmasters - Sidney, Ohio","1","1","1","1","11","6","","6","6","6","7","5","3","4","4","1","","30","30","30","31","29","12","14","15","3","",""
"40","A","04","04334989","Crown Toastmasters","1","1","1","1","46","10","P","6","6","6","7","5","3","4","4","1","","30","30","30","31","29","12","14","15","3","",""
"40","A","05","00009297","Vandalia Toastmasters Club","1","1","1","0","8","4","","5","5","5","6","5","3","4","4","1","","30","30","30","31","29","12","14","15","3","",""
"40","A","05","00585063","Springfield Toastmasters Club","1","1","1","0","8","9","","5","5","5","6","5","3","4","4","1","","30","30","30","31","29","12","14","15","3","",""
"40","A","05","05124110","Miami County Toastmasters","1","1","1","0","9","5","","5","5","5","6","5","3","4","4","1","","30","30","30","31","29","12","14","15","3","",""
"40","A","05","06547513","Cause-Driven Toastmasters","1","1","1","0","11","9","","5","5","5","6","5","3","4","4","1","","30","30","30","31","29","12","14","15","3","",""
"40","A","05","06793986","Assurant-Springfield Toastmasters","1","1","1","1","27","5","D","5","5","5","6","5","3","4","4","1","","30","30","30","31","29","12","14","15","3","",""
"40","A","06","00001206","RELX Communicators","1","1","1","0","11","6","","4","4","4","5","4","2","3","3","0","","30","30","30","31","29","12","14","15","3","",""
"40","A","06","00001694","Dayton United Communicators Club","1","1","0","1","14","10","","4","4","4","5","4","2","3","3","0","","30","30","30","31","29","12","14","15","3","",""
"40","A","06","00588286","Dayton Top Mentors Toastmasters Club","1","1","1","1","8","6","","4","4","4","5","4","2","3","3","0","","30","30","30","31","29","12","14","15","3","",""
"40","A","06","02615720","WINning Communicators","1","1","1","1","11","5","","4","4","4","5","4","2","3","3","0","","30","30","30","31","29","12","14","15","3","",""
"40","B","11","00000214","Greater Columbus Toastmasters","1","1","1","0","12","3","","5","5","5","6","3","3","4","4","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","11","00000859","Northwest Club","1","1","1","0","9","1","","5","5","5","6","3","3","4","4","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","11","00004158","Hilliard Toastmasters Club","1","0","1","1","6","5","","5","5","5","6","3","3","4","4","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","11","02451490","2Checkout","1","0","1","1","6","5","","5","5","5","6","3","3","4","4","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","11","03374578","Dynamic  Growth Toastmasters","1","1","1","0","8","1","","5","5","5","6","3","3","4","4","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","12","00002718","Masterminds At Grandview Yard","1","1","0","0","11","2","","4","4","4","5","3","2","3","3","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","12","03812990","Eagles Toastmasters","1","1","0","0","9","2","","4","4","4","5","3","2","3","3","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","12","05819394","The Toastmasters At OSU Wexner Medical Center","1","0","0","0","0","1","","4","4","4","5","3","2","3","3","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","12","06743347","Toastmasters International At OSU","1","1","0","0","10","5","","4","4","4","5","3","2","3","3","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","13","00005156","Delaware Toastmasters","1","1","1","0","18","5","","6","6","6","7","6","3","4","4","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","13","01293737","MY CATALYST TMC","1","1","1","0","14","7","","6","6","6","7","6","3","4","4","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","13","01508639","Scotts Gro-Masters","1","1","1","0","18","9","","6","6","6","7","6","3","4","4","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","13","01684414","Marysville E.C.H.O.S.","1","1","0","0","15","4","","6","6","6","7","6","3","4","4","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","13","07282093","Honda North America (HNA) Toastmasters","1","1","1","0","38","3","","6","6","6","7","6","3","4","4","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","13","07330683","TM-one Toastmasters","1","1","1","0","12","1","","6","6","6","7","6","3","4","4","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","14","01131982","Premier Toastmasters","1","1","1","1","15","9","","4","4","4","5","4","2","3","3","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","14","01276053","Essential To Leadership","1","1","1","1","8","6","","4","4","4","5","4","2","3","3","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","14","06133241","Women With Voices","1","1","1","1","13","2","","4","4","4","5","4","2","3","3","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","14","06722000","Wings With Voices","1","1","1","1","13","6","","4","4","4","5","4","2","3","3","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","15","00000959","Columbus Toastmasters Club","1","1","1","0","11","5","","5","5","5","6","5","3","4","4","1","","29","29","29","30","27","12","14","15","1","",""
"40","B","15","00001028","Worthington Toastmasters","1","1","1","0","12","9","","5","5","5","6","5","3","4","4","1","","29","29","29","30","27","12","14","15","1","",""
"40","B","15","00004695","Unity Club","1","1","0","0","10","4","","5","5","5","6","5","3","4","4","1","","29","29","29","30","27","12","14","15","1","",""
"40","B","15","00004915","Central Ohio Advanced Club","1","1","1","0","14","5","","5","5","5","6","5","3","4","4","1","","29","29","29","30","27","12","14","15","1","",""
"40","B","15","01825615","Progressive Speaking Club","1","1","0","0","17","7","S","5","5","5","6","5","3","4","4","1","","29","29","29","30","27","12","14","15","1","",""
"40","B","16","00000478","OCLC Toastmasters Club","1","1","1","1","22","3","","5","5","5","6","6","3","4","4","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","16","00002246","Excellcomm Club","1","1","1","1","14","5","","5","5","5","6","6","3","4","4","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","16","00005447","Sawmill Toastmasters Club","1","1","1","1","8","2","","5","5","5","6","6","3","4","4","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","16","02884105","Dublin Premier TM Club","1","1","1","1","10","2","","5","5","5","6","6","3","4","4","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","16","04181643","Dublin Advanced Toastmasters","1","1","1","1","11","3","","5","5","5","6","6","3","4","4","0","","29","29","29","30","27","12","14","15","1","",""
"40","B","16","07625804","We Speak Toastmasters","0","1","0","0","55","2","","5","5","5","6","6","3","4","4","0","","29","29","29","30","27","12","14","15","1","","Charter 02/20/20"
"40","C","21","00647621","SOAR Toastmasters Club","1","1","1","0","26","8","S","6","6","6","7","5","3","4","4","2","","21","21","21","22","17","9","10","11","6","",""
"40","C","21","00656587","Polaris Toastmasters Club","1","1","1","0","16","7","","6","6","6","7","5","3","4","4","2","","21","21","21","22","17","9","10","11","6","",""
"40","C","21","01477745","TEAM Toastmasters Club","1","1","0","0","17","2","","6","6","6","7","5","3","4","4","2","","21","21","21","22","17","9","10","11","6","",""
"40","C","21","02289063","Toast What Matters","1","1","1","0","23","9","P","6","6","6","7","5","3","4","4","2","","21","21","21","22","17","9","10","11","6","",""
"40","C","21","04309899","Toast of the Town","1","1","1","0","12","4","","6","6","6","7","5","3","4","4","2","","21","21","21","22","17","9","10","11","6","",""
"40","C","21","07437506","Time 2 Toast","1","0","1","0","5","5","","6","6","6","7","5","3","4","4","2","","21","21","21","22","17","9","10","11","6","",""
"40","C","22","00003182","New Albany Toastmasters","1","1","1","0","11","1","","5","5","5","6","3","3","4","4","0","","21","21","21","22","17","9","10","11","6","",""
"40","C","22","00008226","Gahanna Club","1","1","1","0","19","6","","5","5","5","6","3","3","4","4","0","","21","21","21","22","17","9","10","11","6","",""
"40","C","22","01030644","Kilowattmasters","1","0","0","0","4","2","","5","5","5","6","3","3","4","4","0","","21","21","21","22","17","9","10","11","6","",""
"40","C","22","01293730","New Albany Communicators","1","1","1","0","8","6","","5","5","5","6","3","3","4","4","0","","21","21","21","22","17","9","10","11","6","",""
"40","C","22","07206254","CVG Toastmasters","1","0","1","0","0","0","","5","5","5","6","3","3","4","4","0","","21","21","21","22","17","9","10","11","6","",""
"40","C","23","00000524","Franklin Club","1","1","0","0","19","7","","2","2","2","3","2","1","2","2","1","","21","21","21","22","17","9","10","11","6","",""
"40","C","23","06137312","Franklin County Dept. of Job and Family Svcs.","1","1","0","0","23","10","P","2","2","2","3","2","1","2","2","1","","21","21","21","22","17","9","10","11","6","",""
"40","C","23","07519962","Huntington Easton Toastmasters","0","0","0","0","23","1","","2","2","2","3","2","1","2","2","1","","21","21","21","22","17","9","10","11","6","","Charter 12/23/19"
"40","C","24","00003002","Columbus-Whitehall Club","1","1","1","0","12","3","","3","3","3","4","3","2","3","3","1","","21","21","21","22","17","9","10","11","6","",""
"40","C","24","00003885","Podium Pros Toastmasters Club","1","1","1","0","22","9","P","3","3","3","4","3","2","3","3","1","","21","21","21","22","17","9","10","11","6","",""
"40","C","24","00588225","FearBreakers Toastmasters Club","1","1","1","0","12","4","","3","3","3","4","3","2","3","3","1","","21","21","21","22","17","9","10","11","6","",""
"40","C","25","00003500","AGOISSI Toastmasters Club","1","1","0","0","26","10","P","5","5","5","6","4","3","4","4","2","","21","21","21","22","17","9","10","11","6","",""
"40","C","25","00007114","DFAS-CO Toastmasters Club","1","1","0","0","11","4","","5","5","5","6","4","3","4","4","2","","21","21","21","22","17","9","10","11","6","",""
"40","C","25","03537448","Shoe Lovers","1","0","0","0","0","4","","5","5","5","6","4","3","4","4","2","","21","21","21","22","17","9","10","11","6","",""
"40","C","25","04410308","Defensively Speaking","1","1","0","0","9","4","","5","5","5","6","4","3","4","4","2","","21","21","21","22","17","9","10","11","6","",""
"40","C","25","06070109","Trance Mission Toastmasters","1","1","0","0","23","9","P","5","5","5","6","4","3","4","4","2","","21","21","21","22","17","9","10","11","6","",""
"40","D","31","00001861","Mt. Auburn Toastmasters","0","0","1","0","0","0","","4","4","4","5","3","2","3","3","0","","20","20","20","21","15","8","9","10","2","",""
"40","D","31","00742749","Kroger Food for Thought Club","1","0","1","0","4","1","","4","4","4","5","3","2","3","3","0","","20","20","20","21","15","8","9","10","2","",""
"40","D","31","01491854","A Toast to Genius","1","1","1","0","12","2","","4","4","4","5","3","2","3","3","0","","20","20","20","21","15","8","9","10","2","",""
"40","D","31","05522829","HCDC Entrepreneur Toastmasters Club","1","1","1","0","14","5","","4","4","4","5","3","2","3","3","0","","20","20","20","21","15","8","9","10","2","",""
"40","D","31","07754349","Digital Declaratives Toastmasters","0","1","0","0","21","1","","4","4","4","5","3","2","3","3","0","","20","20","20","21","15","8","9","10","2","","Charter 03/11/20"
"40","D","32","00008020","Bearcat Toastmasters Club","1","1","1","0","12","6","","4","4","4","5","3","2","3","3","0","","20","20","20","21","15","8","9","10","2","",""
"40","D","32","00009319","Cincinnati NIOSH Club","1","1","0","0","13","2","","4","4","4","5","3","2","3","3","0","","20","20","20","21","15","8","9","10","2","",""
"40","D","32","00922067","Environmentally Speaking","1","1","1","0","14","4","","4","4","4","5","3","2","3","3","0","","20","20","20","21","15","8","9","10","2","",""
"40","D","32","04411219","Healthy Toasters","0","0","1","0","0","0","","4","4","4","5","3","2","3","3","0","","20","20","20","21","15","8","9","10","2","",""
"40","D","33","00007083","Cheers Toastmasters","1","1","0","1","17","3","","4","4","4","5","3","2","3","3","0","","20","20","20","21","15","8","9","10","2","",""
"40","D","33","00009056","Speak With US","1","0","1","0","3","0","","4","4","4","5","3","2","3","3","0","","20","20","20","21","15","8","9","10","2","",""
